L1.48
1.48 7.75 4 -6685.6135955248292
1.48 8 4 -6937.8382559004203
1.48 8.25 4 -7083.0075774402139
1.48 8.5 4 -7169.2082923816688
1.48 8.75 4 -7217.2716918103715
1.48 9 4 -7238.1479701812395
1.48 9.25 4 -7239.8330324338767
1.48 9.5 4 -7228.1334245319304
1.48 9.75 4 -7208.6416855398202
1.48 10 4 -7186.5366315966585
1.48 10.25 4 -7166.6066973207571
1.48 10.5 4 -7153.6695833049407
1.48 10.75 4 -7148.8858277914815
1.48 11 4 -7147.8229985096650
1.48 11.25 4 -7147.5512850809237
1.48 11.5 4 -7147.4713909745869
1.48 11.75 4 -7147.4494687480119
1.48 12 4 -7147.4446449858606
1.48 12.25 4 -7147.4439171709610
1.48 12.5 4 -7147.4438561999132
1.48 12.75 4 -7147.4438542128564
1.48 13 4 -7147.4438541912004
1.48 13.25 4 -7147.4438541908712
1.48 13.5 4 -7147.4438541908594
1.48 13.75 4 -7147.4438541908203
1.48 14 4 -7147.4438541907139
1.48 14.25 4 -7147.4438541907393
1.48 14.5 4 -7147.4438541908648
1.48 14.75 4 -7147.4438609845884
1.48 15 4 -7147.4438834012890
1.48 23.5 4 -7147.4439383280778
1.48 23.75 4 -7147.4439383306571
1.48 24 4 -7147.4439383340277
