L1.38
1.38 7.75 4 -6519.9257389640152
1.38 8 4 -6699.3128025962578
1.38 8.25 4 -6805.9356264240705
1.38 8.5 4 -6868.0342456765966
1.38 8.75 4 -6899.7434258312551
1.38 9 4 -6909.7280147589145
1.38 9.25 4 -6904.4748456727175
1.38 9.5 4 -6889.1132015069006
1.38 9.75 4 -6868.7834117213442
1.38 10 4 -6847.9950697445911
1.38 10.25 4 -6831.7005419648622
1.38 10.5 4 -6823.1764455084876
1.38 10.75 4 -6820.8272639519973
1.38 11 4 -6820.2969314807524
1.38 11.25 4 -6820.1498029526165
1.38 11.5 4 -6820.1069772800874
1.38 11.75 4 -6820.0961291967033
1.38 12 4 -6820.0940551687163
1.38 12.25 4 -6820.0938035225763
1.38 12.5 4 -6820.0937883822908
1.38 12.75 4 -6820.0937881679656
1.38 13 4 -6820.0937881674090
1.38 13.25 4 -6820.0937881671261
1.38 13.5 4 -6820.0937881672162
1.38 13.75 4 -6820.0937881673271
1.38 14 4 -6820.0937881672098
1.38 14.25 4 -6820.0937881672089
1.38 14.5 4 -6820.0937881671944
1.38 14.75 4 -6820.0937858521611
1.38 15 4 -6820.0937634994361
1.38 23.5 4 -6820.0934453026248
1.38 23.75 4 -6820.0934453046220
1.38 24 4 -6820.0934453071704
