L0.67
0.67 6.75 4 -4944.4456758920023
0.67 7 4 -5040.4387718312228
0.67 7.25 4 -5100.3181368755559
0.67 7.5 4 -5138.9675978192536
0.67 7.75 4 -5160.6854207745228
0.67 8 4 -5169.4759271244347
0.67 8.25 4 -5168.6584266207283
0.67 8.5 4 -5161.2377733112999
0.67 8.75 4 -5150.0035893388776
0.67 9 4 -5137.4816846537224
0.67 9.25 4 -5126.3834037581410
0.67 9.5 4 -5119.1762604304058
0.67 9.75 4 -5116.4381977642051
0.67 10 4 -5115.8206390115802
0.67 10.25 4 -5115.6732691706839
0.67 10.5 4 -5115.6315819483279
0.67 10.75 4 -5115.6201330275107
0.67 11 4 -5115.6175240954235
0.67 11.25 4 -5115.6170905341032
0.67 11.5 4 -5115.6170451295829
0.67 11.75 4 -5115.6170426799672
0.67 12 4 -5115.6170426357403
0.67 12.25 4 -5115.6170426354311
0.67 12.5 4 -5115.6170426355202
0.67 12.75 4 -5115.6170426355220
0.67 13 4 -5115.6170426354010
0.67 13.25 4 -5115.6170426354620
0.67 13.5 4 -5115.6170426355038
0.67 13.75 4 -5115.6170426354465
0.67 14 4 -5115.6170426354947
0.67 14.25 4 -5115.6170426354411
0.67 14.5 4 -5115.6170426354747
0.67 14.75 4 -5115.6170426354665
0.67 15 4 -5115.6170426354765
0.67 23.5 4 -5115.6169381216623
0.67 23.75 4 -5115.6169381215941
0.67 24 4 -5115.6169381216532
