L0.88
0.88 7 4 -5235.2317482453354
0.88 7.25 4 -5382.7022679596548
0.88 7.5 4 -5470.5337315197676
0.88 7.75 4 -5524.7377583741854
0.88 8 4 -5555.0483188378475
0.88 8.25 4 -5567.9520506198032
0.88 8.5 4 -5568.2844492356862
0.88 8.75 4 -5559.9017185472640
0.88 9 4 -5546.3514699221205
0.88 9.25 4 -5530.8506826440080
0.88 9.5 4 -5516.7627705018176
0.88 9.75 4 -5507.2951282368585
0.88 10 4 -5503.4785440882406
0.88 10.25 4 -5502.5894446199145
0.88 10.5 4 -5502.3777415709492
0.88 10.75 4 -5502.3175350068832
0.88 11 4 -5502.3007852103456
0.88 11.25 4 -5502.2969069578330
0.88 11.5 4 -5502.2962536341620
0.88 11.75 4 -5502.2961853672978
0.88 12 4 -5502.2961818544136
0.88 12.25 4 -5502.2961818058266
0.88 12.5 4 -5502.2961818055956
0.88 12.75 4 -5502.2961818055101
0.88 13 4 -5502.2961818055446
0.88 13.25 4 -5502.2961818055401
0.88 13.5 4 -5502.2961818055273
0.88 13.75 4 -5502.2961818055082
0.88 14 4 -5502.2961818055201
0.88 14.25 4 -5502.2961818055201
0.88 14.5 4 -5502.2961818054764
0.88 14.75 4 -5502.2961818055383
0.88 15 4 -5502.2961818055519
0.88 23.5 4 -5502.2961718829802
0.88 23.75 4 -5502.2961718829674
0.88 24 4 -5502.2961718832976
