-1.467255599052018411e+00 7.281661199855491873e+00
-1.172005484785650697e+00 2.232791814101487748e+00
-8.767553705192829838e-01 5.427109151129507758e-01
-5.815052562529152702e-01 -4.490657002988754365e-01
-2.862551419865475566e-01 -8.537634817435416634e-01
8.994972279820157013e-03 -9.868954376195927525e-01
3.042450865461878706e-01 -9.303206445903355881e-01
5.994952008125555842e-01 -6.840391026557703924e-01
8.947453150789232978e-01 -3.720374534244252906e-01
1.189995429345291011e+00 -1.640411869287261570e-01
1.485245543611658725e+00 -4.239959687043318853e-02
1.780495657878026439e+00 1.477311856976022079e-03
2.075745772144394152e+00 9.955054244209784412e-04
2.370995886410761866e+00 3.344765040946713337e-04
2.666246000677129580e+00 -2.969554767543144177e-04
2.961496114943496849e+00 -8.987905181259783251e-04
3.256746229209865007e+00 -1.471028620020322069e-03
3.551996343476233164e+00 -2.013669782437345433e-03
3.847246457742600434e+00 -2.526714005377044946e-03
4.142496572008967703e+00 -3.010161288839424080e-03
4.437746686275335861e+00 -3.464011632824483267e-03
4.732996800541704019e+00 -3.888265037332219905e-03
5.028246914808071288e+00 -4.282921502362636162e-03
5.323497029074438558e+00 -4.647981027915730305e-03
5.618747143340806716e+00 -4.983443613991505802e-03
5.913997257607174873e+00 -5.289309260589958317e-03
6.209247371873542143e+00 -5.565577967711089584e-03
6.504497486139909412e+00 -5.812249735354898736e-03
6.799747600406277570e+00 -6.029324563521389242e-03
7.094997714672645728e+00 -6.216802452210555899e-03
7.390247828939012109e+00 -6.374683401422401308e-03
7.685497943205380267e+00 -6.502967411156927204e-03
7.980748057471748425e+00 -6.601654481414130117e-03
8.275998171738116582e+00 -6.670744612194016120e-03
8.571248286004484740e+00 -6.710237803496578272e-03
8.866498400270851121e+00 -6.720134055321816575e-03
9.161748514537219279e+00 -6.700433367669735366e-03
9.456998628803587437e+00 -6.651135740540333775e-03
9.752248743069953818e+00 -6.572241173933610937e-03
1.004749885733632198e+01 -6.463749667849565117e-03
1.034274897160269013e+01 -6.325661222288200651e-03
1.063799908586905829e+01 -6.157975837249514070e-03
1.093324920013542645e+01 -5.960693512733506241e-03
1.122849931440179283e+01 -5.733814248740178032e-03
1.152374942866816099e+01 -5.477338045269526841e-03
1.181899954293452915e+01 -5.191264902321554402e-03
1.211424965720089553e+01 -4.875594819896263317e-03
1.240949977146726368e+01 -4.530327797993647515e-03
1.270474988573363184e+01 -4.155463836613712200e-03
1.300000000000000000e+01 -3.751002935756456505e-03
