-1.467255599052018411e+00 6.310985961986805393e+00
-1.385270790908099681e+00 4.579988883881549455e+00
-1.303285982764180950e+00 3.308009433924907761e+00
-1.221301174620262220e+00 2.474578892785665118e+00
-1.139316366476343489e+00 1.918423547493291137e+00
-1.057331558332424759e+00 1.428346417187468909e+00
-9.753467501885059177e-01 9.899948732433196952e-01
-8.933619420445871873e-01 5.981239941049454334e-01
-8.113771339006684569e-01 2.590926717679304381e-01
-7.293923257567497265e-01 -1.448585293355051859e-02
-6.474075176128309961e-01 -2.538391044259935003e-01
-5.654227094689122657e-01 -4.615599732920751541e-01
-4.834379013249934243e-01 -6.225486113917126918e-01
-4.014530931810746939e-01 -7.515641860577211286e-01
-3.194682850371559635e-01 -8.525884639693916967e-01
-2.374834768932372331e-01 -9.227611828815018846e-01
-1.554986687493185027e-01 -9.706785807956682666e-01
-7.351386060539977230e-02 -9.982288051525839423e-01
8.470947538518958098e-03 -1.004645945701548193e+00
9.045575568243768849e-02 -9.950091376717048464e-01
1.724405638263564189e-01 -9.704898719300476539e-01
2.544253719702751493e-01 -9.318752452631723360e-01
3.364101801141938797e-01 -8.824765863805872357e-01
4.183949882581126101e-01 -8.237180379657902396e-01
5.003797964020315625e-01 -7.575899833257266902e-01
5.823646045459502929e-01 -6.861759065218403508e-01
6.643494126898690233e-01 -6.105443410402271454e-01
7.463342208337877537e-01 -5.331360807195448803e-01
8.283190289777064841e-01 -4.558462502677598782e-01
9.103038371216252145e-01 -3.793417675905461084e-01
9.922886452655439449e-01 -3.061890391068743944e-01
1.074273453409462675e+00 -2.395322879578399289e-01
1.156258261553381406e+00 -1.803072970150952914e-01
1.238243069697300136e+00 -1.293099669325586398e-01
1.320227877841218866e+00 -8.815235223720457869e-02
1.402212685985137597e+00 -5.729402437904544676e-02
1.484197494129056327e+00 -3.566163160061972676e-02
1.566182302272975058e+00 -2.164232751997528445e-02
1.648167110416893788e+00 -1.309904876780282508e-02
1.730151918560812518e+00 -8.038889635069271927e-03
1.812136726704731249e+00 -5.110417087117902213e-03
1.894121534848649979e+00 -3.341414819546359612e-03
1.976106342992568710e+00 -2.192482038796059185e-03
2.058091151136487440e+00 -1.435008960866576179e-03
2.140075959280406170e+00 -9.367632216080649769e-04
2.222060767424324901e+00 -6.045243410776203041e-04
2.304045575568243631e+00 -3.856801754625112811e-04
2.386030383712162362e+00 -2.389697962655337423e-04
2.468015191856081536e+00 -1.333000252706615816e-04
2.549999999999999822e+00 -4.597382324151819030e-05
